komnr,gardsnr,bruksnr,festenr,bruksnavn,jordbruksareal,annetareal,skogareal,fulldyrket,overflatedyrket,innmarksbeite,koordsys,nord,ost
1103,125,74,0,HAUSKE,1,0,0,0,0,1,22,6563756,321015
1103,126,4,0,HAGA,13,1,5,0,1,12,22,6563655,321346
1103,126,6,0,HAGA,76,10,33,28,17,31,22,6563554,321274
1103,126,9,0,SLÅTTEN,25,14,5,0,0,25,22,6563426,321192
1103,127,1,0,FÅ,112,2,21,22,18,72,22,6563002,321279
1103,127,2,0,FÅ,43,8,39,4,3,36,22,6563108,321182
1103,127,5,0,FÅ,0,1,0,0,0,0,22,656276,321613
1103,127,6,0,FÅ,35,43,46,0,0,35,22,,
1103,127,8,0,KVÆSTAD,0,4,0,0,0,0,22,6562429,320977
1103,127,10,0,KVILUR,0,2,2,0,0,0,22,6562479,321287
1103,127,14,0,ÅSHEIM,2,3,0,2,0,0,22,6562588,321013
1103,127,25,0,VESTLY,0,4,4,0,0,0,22,,
1103,127,88,0,TOMT NR 20,0,1,1,0,0,0,22,6562634,320963
1103,127,289,0,,3,0,23,0,0,3,22,6562937,320468
1103,127,292,0,,7,0,0,7,0,0,22,6563021,321328
1103,128,1,0,VIKEN,57,18,30,9,3,45,22,6562604,320753
1103,128,2,0,VIKEN,76,7,19,18,11,47,22,6562604,320846
1103,129,1,0,LANGELAND,96,7,81,11,1,84,22,6559850,323235
1103,129,2,0,LANGELAND,135,16,63,13,11,111,22,6559885,323439
1103,129,3,0,SOLHAUG II,31,28,43,14,1,16,22,6559146,323391
1103,130,1,0,OPSAL,63,13,83,10,15,38,22,6560176,323162
1103,130,2,0,OPSAL,67,13,31,22,13,32,22,6560213,323269
1103,130,6,0,KRO I,0,1,1,0,0,0,22,6559672,322810
1103,130,7,0,SØRHEIM,11,1,1,0,0,11,22,6559747,322866
1103,131,1,0,BØ,0,7,2,0,0,0,22,6560522,323228
1103,131,2,0,BØ,82,9,24,14,16,52,22,6560400,323017
1103,131,6,0,BØ,233,18,94,36,33,164,22,6560627,323243
1103,131,7,0,FREDHEIM,0,13,26,0,0,0,22,6559401,322745
1103,131,11,0,NYLUND,2,6,0,0,0,2,22,6560561,322993
1103,131,12,0,ROSSMARK,37,10,7,9,15,13,22,6559303,322930
1103,131,13,0,ROSSALAND,67,11,4,32,16,19,22,6559116,323058
1103,131,14,0,SOLBØ,101,10,69,13,22,66,22,6560823,323776
1103,131,15,0,FREDLY,30,7,21,13,2,15,22,6560267,322828
1103,131,27,0,KOMARKEN,4,0,7,0,0,4,22,6559854,322559
1103,131,35,0,SOLTUN,22,8,24,4,2,16,22,6560261,322657
1103,132,1,0,SÆBØ,60,11,34,16,18,26,22,6561242,323685
1103,132,2,0,SÆBØ,64,42,32,23,6,35,22,6561237,323779
1103,132,3,0,SÆBØ,0,1,0,0,0,0,22,6560998,323891
1103,132,4,0,SÆBØ,45,10,1,7,7,31,22,6561075,323591
1103,132,6,0,SÆBØVÅG,6,21,20,4,2,0,22,6561490,323894
1103,132,9,0,SÆBØ,66,6,6,16,20,30,22,6560877,323545
1103,132,12,0,FJELL,2,2,1,2,0,0,22,6561261,324136
1103,132,14,0,SLETTEBØ,2,3,0,2,0,0,22,6561257,324042
1103,132,15,0,NESHEIM,87,8,74,9,20,58,22,6561611,324208
1103,132,16,0,AUSTHEIM,0,1,0,0,0,0,22,6561021,323860
1103,132,19,0,VESTLY,50,4,5,6,6,38,22,6561186,323552
1103,132,20,0,SJOARBØ,47,36,39,12,4,31,22,6561233,323638
1103,133,3,0,VARLAND,342,50,93,24,28,290,22,6560391,323464
1103,133,7,0,NORDLI,2,1,11,2,0,0,22,6560605,323695
1103,133,8,0,STØLSHEIM,8,15,41,1,0,7,22,6560495,323496
1103,134,1,0,TREVLAND,95,101,134,18,11,66,22,6560657,323931
1103,134,2,0,TREVLAND,87,114,189,12,16,59,22,6560758,323816
1103,134,4,0,NEDRE TREVLAND,37,124,62,32,2,3,22,6561035,324734
1103,134,5,0,STOREVIK,38,51,36,18,2,18,22,6560259,324862
1103,134,6,0,NORDHEIM,20,28,24,8,2,10,22,,
1103,134,7,0,SANGEDAL,101,71,11,34,17,50,22,6560905,324247
1103,134,9,0,NORDAL,6,5,0,1,0,5,22,6560898,323920
1103,135,1,0,SELVÅG,137,171,184,49,13,75,22,6559458,324774
1103,135,2,0,SELVÅG,140,199,147,41,22,77,22,6559692,324735
1103,135,3,0,DUEDALENS FERIEK,5,5,3,0,0,5,22,6559279,324238
1103,135,5,0,SØRVÅG,12,21,1,5,0,7,22,6559210,324796
1103,135,6,0,STØLSHAUGEN,11,15,4,2,0,9,22,6559667,325002
1103,136,1,0,ÆRÅS,66,24,85,17,29,20,22,6559053,323571
1103,136,3,0,ÆRÅS,16,5,23,1,0,15,22,6559250,324060
1103,136,4,0,ÆRÅS,31,13,63,10,0,21,22,6559304,323980
1103,137,1,0,RUNESTAD,94,25,72,22,8,64,22,6558661,324221
1103,137,2,0,RUNESTAD,87,30,89,35,44,8,22,6558741,324202
1103,137,3,0,RUNESTAD,105,33,112,47,7,51,22,6558706,324132
1103,137,4,0,RUNESTAD,65,37,35,22,2,41,22,6558304,324166
1103,137,5,0,SOLVIG,0,3,0,0,0,0,22,6558753,324748
1103,137,6,0,SOLHEIM,32,14,6,16,0,16,22,6558851,324621
1103,137,8,0,RUNESTAD,156,10,15,44,5,107,22,6558618,324132
1103,137,9,0,VARNES,2,4,12,2,0,0,22,6558427,324460
1103,137,14,0,ESKELAND,24,19,74,10,0,14,22,6558958,324001
1103,137,17,0,RUNEBU,17,2,0,1,0,16,22,6558534,324098
1103,137,58,0,Runestad,2,2,1,0,0,2,22,6558617,324112
1103,138,1,0,EIDE ØVRE,60,74,235,30,12,18,22,6558274,323283
1103,138,2,0,EIDE ØVRE,32,22,200,22,0,10,22,6557994,323038
1103,139,1,0,EIDE NEDRE,68,38,130,34,0,34,22,6558301,322807
1103,139,3,0,NORD-EIDE,69,17,33,16,1,52,22,6558500,322844
1103,140,1,0,HOVDA,57,111,30,13,3,41,22,6557608,322523
1103,140,2,0,HOVDA,98,275,443,31,0,67,22,6557815,322152
1103,140,3,0,HOVDA,13,163,84,12,0,1,22,6557978,322397
1103,140,4,0,HOVDA,136,208,148,16,0,120,22,6557806,322340
1103,140,6,0,ROSØY,4,208,44,4,0,0,22,6556344,322148
1103,141,1,0,GAARD,99,58,51,58,7,34,22,6556059,319402
1103,141,2,0,GAARD,160,28,4,63,54,43,22,6556077,319532
1103,141,5,0,GAARD,155,41,127,94,36,25,22,6555921,319394
1103,141,6,0,GAARD,182,68,32,51,56,75,22,6556124,319193
1103,141,8,0,BJØRK,10,45,0,2,0,8,22,6556043,318898
1103,141,9,0,GAARD,62,21,52,16,20,26,22,6556101,319232
1103,141,10,0,GAARD,101,19,25,33,17,51,22,6555979,319169
1103,141,12,0,GAARD,112,17,12,58,16,38,22,6556259,318997
1103,141,13,0,GAARD,83,11,5,41,17,25,22,6556360,318832
1103,141,14,0,GAARD,99,34,5,48,21,30,22,6556139,318911
1103,141,15,0,GRAN,180,39,37,89,20,71,22,6556107,319780
1103,141,71,0,,1,9,0,0,0,1,22,6556207,319459
1103,142,1,0,MELING,194,21,40,92,5,97,22,6556670,318034
1103,142,2,0,MELING,126,37,97,38,30,58,22,6556510,318119
1103,142,3,0,MELING,243,52,54,96,50,97,22,6556396,318378
1103,142,4,0,MELING,151,25,14,79,25,47,22,6556431,318470
1103,142,18,0,,3,10,0,0,0,3,22,6556449,318061
1103,143,1,0,ØSTEBØ,190,39,23,61,37,92,22,6556965,317723
1103,143,3,0,ANKER,148,0,133,49,21,78,22,6556890,317547
1103,143,4,0,ØSTEBØ,135,34,53,44,2,89,22,6556768,317863
1103,143,6,0,SCHAVLAND,5,1,2,5,0,0,22,6556858,317674
1103,143,9,0,NORSTAD,3,2,0,3,0,0,22,6556896,317880
1103,144,1,0,RØRHEIM,170,60,492,62,15,93,22,6575612,326813
1103,144,3,0,RØRHEIM,0,0,6,0,0,0,22,6575967,327346
1103,144,4,0,RØRHEIM,12,3,116,8,4,0,22,6575346,326836
1103,144,5,0,RØRHEIM,150,24,38,82,7,61,22,6574940,327576
1103,144,6,0,RØRHEIM,28,12,65,28,0,0,22,6576056,327249
1103,144,9,0,FREDHEIM,6,3,21,5,1,0,22,6576174,327358
1103,145,1,0,JØRSTAD,191,54,477,37,18,136,22,6575222,326535
1103,145,3,0,JØRSTAD,156,304,514,59,25,72,22,6574900,326569
1103,145,5,0,NESET,9,92,176,0,9,0,22,6575682,326207
1103,145,6,0,SOLHEIM,7,7,23,7,0,0,22,6575211,326304
1103,146,1,0,HETLETVEIT,16,100,316,16,0,0,22,6574596,327010
1103,146,3,0,STAMPEN,43,47,186,19,3,21,22,6573973,326357
1103,146,5,0,ØVRETVEIT,18,29,85,9,0,9,22,6574765,327688
1103,147,1,0,KALHEIM,185,505,835,56,3,126,22,6574141,326517
1103,147,2,0,KALHEIM,0,1,1,0,0,0,22,6574108,326524
1103,148,1,0,KYLE,73,146,382,36,4,33,22,6573845,326201
1103,148,2,0,KYLE,26,93,30,8,9,9,22,6573366,326470
1103,148,3,0,KYLE,148,363,628,52,3,93,22,6573879,326207
1103,148,5,0,KYLE,63,204,92,32,0,31,22,6573708,326352
1103,149,1,0,SØLBERG,294,235,342,87,34,173,22,6573112,325817
1103,150,1,0,ATLETVEIT,166,1292,354,73,8,85,22,6570040,327730
1103,150,3,0,VARDALEN,1,131,226,0,1,0,22,6570812,326202
1103,150,4,0,NYLUND,6,107,39,6,0,0,22,6569432,327294
1103,150,9,0,FJETLAND,588,2192,1676,168,23,397,22,6570032,327477
1103,150,11,0,TILLEGG,1,7,0,0,0,1,22,6570207,327689
1103,151,1,0,EIDE,22,270,697,21,0,1,22,6569703,325577
1103,151,2,0,EIDHEIM,18,13,96,18,0,0,22,6570103,325711
1103,151,3,0,KALVHAGEN,6,10,56,6,0,0,22,6569800,325357
1103,151,5,0,EIDSÅ,0,0,1,0,0,0,22,6570482,325683
1103,151,15,0,ARTHURBO,0,1,0,0,0,0,22,,
1103,152,1,0,HÅLAND,35,282,485,25,0,10,22,6571403,325323
1103,152,2,0,HÅLE,101,293,380,50,0,51,22,6571212,325275
1103,152,4,0,TINGVIK,10,4,26,8,2,0,22,6570410,325380
1103,152,6,0,SØNNINGEN,8,24,21,5,0,3,22,6570617,325140
1103,152,8,0,SOLVANG,2,25,58,0,0,2,22,6570567,325567
1103,153,1,0,LØLAND,131,486,939,25,15,91,22,6571901,325295
1103,153,2,0,LI,9,16,133,0,0,9,22,6573388,324913
1103,154,1,0,HIDLE SØNDRE,131,36,57,99,0,32,22,6570580,322780
1103,154,2,0,HIDLE SØNDRE,235,59,245,117,9,109,22,6570783,322628
1103,154,5,0,ØSTVOLD,16,3,0,16,0,0,22,6570802,322814
1103,154,7,0,TUNHEIM,72,34,38,38,1,33,22,6570210,322859
1103,155,1,0,HIDLE NORDRE,121,42,127,22,2,97,22,6570996,322511
1103,155,2,0,HIDLE NORDRE,123,25,109,42,16,65,22,6570375,322330
1103,155,3,0,HIDLE NORDRE,13,6,6,8,1,4,22,6570137,322299
1103,155,4,0,HIDLESUNDET,10,2,1,4,0,6,22,6570043,322356
1103,156,1,0,SKJELSNES,177,19,125,46,10,121,22,6572017,321346
1103,157,1,0,BJERGA VESTRE,239,10,201,52,39,148,22,6572554,321157
1103,157,2,0,BJERGA VESTRE,240,26,141,56,40,144,22,6572748,321140
1103,158,1,0,BJERGA ØSTRE,385,28,374,73,29,283,22,6572475,321505
1103,159,2,0,KVELLAND,23,8,20,8,2,13,22,6572738,322213
1103,160,1,0,NESHEIM,247,17,44,80,16,151,22,6573694,322151
1103,160,2,0,NESHEIM,307,14,34,96,51,160,22,6573842,322296
1103,160,3,0,NYGÅRD,26,6,25,11,0,15,22,6574191,322292
1103,160,5,0,NESHEIMSVIK,16,3,12,7,0,9,22,6573315,322260
1103,160,6,0,NÆSHEIM,103,10,9,42,4,57,22,6573885,321813
1103,160,14,0,NESHEIM,10,2,4,5,5,0,22,6573426,322219
1103,160,17,0,HEIMLY,7,12,0,7,0,0,22,6573531,322269
1103,161,1,0,VINJE,83,100,145,35,1,47,22,6574371,320936
1103,161,2,0,VINJE,206,25,107,126,7,73,22,6574189,321082
1103,161,10,0,NYBØ,12,14,8,4,2,6,22,6574273,320663
1103,161,11,0,HABN,43,12,9,8,2,33,22,6574801,321898
1103,161,12,0,GJILJEVÅG,34,47,9,7,5,22,22,6574725,321225
1103,161,14,0,AUSTBØ,21,2,0,13,0,8,22,6574976,321692
1103,161,15,0,DYRNES,102,140,58,30,3,69,22,6575011,321341
1103,162,1,0,Fåra,284,162,240,84,24,176,22,6573033,320474
1103,162,3,0,MYRVOLL,1,9,5,0,0,1,22,6574086,320793
1103,163,1,0,AUBØ,206,23,45,61,24,121,22,6572349,320164
1103,163,3,0,AUBØ,33,7,30,13,2,18,22,6572330,320680
1103,163,8,0,NEDREBØ,26,8,11,4,6,16,22,6572418,320241
1103,163,19,0,AUBØ-SØR,309,40,100,57,38,214,22,6572153,320267
1103,164,1,0,NORHEIM,143,49,16,86,0,57,22,6573711,319247
1103,164,2,0,NESSTØLEN,33,11,7,15,0,18,22,6574009,319371
1103,164,4,0,LAUARVIKEN,8,4,0,4,0,4,22,6572679,319006
1103,164,6,0,BØEN,88,10,24,34,0,54,22,6573154,319481
1103,164,7,0,NORHEIM,79,15,10,18,1,60,22,6573598,319060
1103,164,9,0,BØEN,11,4,9,11,0,0,22,6573287,319526
1103,164,11,0,NORHEIM,197,78,79,66,12,119,22,6573640,319262
1103,164,13,0,NORHEIM,329,49,157,149,6,174,22,6573480,319187
1103,164,22,0,SKIBEVÅG,4,4,1,3,1,0,22,6573338,318759
1103,164,26,0,HEIMDAL,4,2,0,3,0,1,22,6573036,319417
1103,164,31,0,MELING,6,4,5,4,2,0,22,6572934,319551
1103,164,36,0,FORKENESET,1,2,0,1,0,0,22,6573316,319815
1103,164,69,0,SOLTUN,82,30,29,8,0,74,22,6573310,319205
1103,165,1,0,HAUGE,52,54,54,17,2,33,22,6573152,318399
1103,165,2,0,HAUGE,60,38,8,12,0,48,22,6573296,318185
1103,165,3,0,HAUGE,79,25,75,27,0,52,22,6573370,318378
1103,165,4,0,HAUGE,10,5,0,0,6,4,22,6573171,318310
1103,165,56,0,VARNES,17,4,0,8,0,9,22,6573698,318401
1103,165,57,0,SKJØLVIK,9,5,0,7,0,2,22,6573542,318305
1103,166,1,0,LUND,52,37,113,19,2,31,22,6573040,318338
1103,166,2,0,BØEN,63,29,56,32,0,31,22,6572718,318033
1103,166,4,0,LUND,96,42,35,22,0,74,22,6573022,318364
1103,166,5,0,LUND,80,29,65,32,3,45,22,6573211,318515
1103,166,6,0,LUND,207,93,133,104,6,97,22,6572894,318232
1103,166,7,0,NORDNES,3,5,19,2,0,1,22,6573395,318676
1103,166,10,0,AUSTBØ,4,6,1,4,0,0,22,6573640,318519
1103,167,1,0,EIK,324,36,62,67,3,254,22,6572739,318437
1103,167,2,0,EIK,192,38,100,55,16,121,22,6572403,318415
1103,167,3,0,EIK,164,61,111,53,0,111,22,6572654,318287
1103,167,4,0,KALVHAGEN,64,9,3,9,11,44,22,6572458,318259
1103,167,6,0,SØBUSTØLEN,4,2,0,0,3,1,22,6572526,318665
1103,167,8,0,BERGSTØ,0,7,0,0,0,0,22,6572407,318581
1103,167,10,0,DAHLEN,5,1,8,5,0,0,22,6572477,318590
1103,167,61,0,,16,0,19,0,0,16,22,6572365,318747
1103,168,1,0,TANDREVOLD,41,16,21,14,2,25,22,6571709,318065
1103,168,2,0,TANDREVOLD,81,45,3,5,22,54,22,6571490,317943
1103,168,3,0,LILLEHAGE,4,5,1,0,4,0,22,6571895,318337
1103,168,4,0,TANDREVOLD,31,6,4,6,0,25,22,6571852,318291
1103,168,5,0,TANDREVOLD,7,1,10,3,3,1,22,6571652,318053
1103,169,1,0,TJUL,296,57,179,102,7,187,22,6571276,319274
1103,170,1,0,TALGØY,230,55,76,73,36,121,22,6569268,319033
1103,170,2,0,VIKEN,11,17,6,6,0,5,22,6569189,319476
1103,170,3,0,TALGØY,127,32,2,22,16,89,22,6569358,319210
1103,170,4,0,BRÅTEN,19,21,9,2,4,13,22,6569659,319353
1103,170,5,0,BÆKKEN,11,4,7,4,1,6,22,6569487,319320
1103,170,7,0,STYKKET,8,14,24,3,5,0,22,6569505,318845
1103,170,8,0,KVALEN,18,9,2,3,0,15,22,6569169,319585
1103,170,14,0,LIÅ,6,5,1,0,3,3,22,6569267,319402
1103,170,21,0,BROMMENES,2,12,10,0,1,1,22,6569590,319432
1103,170,24,0,SØRHEIM,126,28,4,25,20,81,22,6569280,319117
1103,170,56,0,TALGØY,25,113,34,0,0,25,22,6569537,317783
1103,171,1,0,HELGØEN,166,24,107,52,12,102,22,6569891,319999
1103,171,2,0,HELGØEN,101,19,55,16,6,79,22,6569844,320006
1103,171,3,0,MYRVOLD,12,2,0,2,0,10,22,6569537,319895
1103,171,4,0,AUSTBØ,4,5,21,4,0,0,22,6570250,320571
1103,171,5,0,NESTUN,112,89,27,30,5,77,22,6569583,320057
1103,172,1,0,RØKENES,7,0,0,0,0,7,22,6576653,332364
1103,173,1,0,SELTVEIT,89,112,350,61,12,16,22,6575323,331882
1103,174,1,0,BANDEBERG,530,239,1627,197,23,310,22,6575640,331037
1103,175,2,0,KALTVEIT,15,205,297,7,1,7,22,6575181,330235
1103,175,3,0,KALTVEITBØEN,41,107,53,14,2,25,22,6574907,330188
1103,175,5,0,SKULEFLÅT,0,1,0,0,0,0,22,6575079,330336
1103,176,1,0,NÅRSTAD,301,1127,736,13,67,221,22,6573478,330340
1103,177,1,0,VATLAND,157,142,589,15,18,124,22,6573911,329576
1103,177,3,0,VASSHUS,243,243,346,20,29,194,22,6573765,329326
1103,178,1,0,BJERGE,92,209,247,32,3,57,22,6575024,327946
1103,178,3,0,BJERGE,285,398,251,98,10,177,22,6574680,327952
1103,179,1,0,NODLAND,232,176,319,43,0,189,22,6575829,328015
1103,179,2,0,HAGEN,15,49,270,15,0,0,22,6576125,328454
1103,179,3,0,NODLAND,98,99,70,41,0,57,22,6576104,327809
1103,179,5,0,FREDHEIM,11,111,135,8,0,3,22,6575919,328071
1103,180,1,0,BERGELAND,128,214,319,22,8,98,22,6576052,329526
1103,180,2,0,BERGELAND,100,114,207,32,0,68,22,6575954,329283
1103,180,3,0,ALVESKJÆR,24,57,312,12,0,12,22,6576258,329801
1103,180,6,0,BJUSTVEIT,100,523,684,26,23,51,22,6573668,329721
1103,180,7,0,NYHEIM,63,18,88,33,0,30,22,6576029,329047
1103,181,1,0,BYRE,45,88,330,25,19,1,22,6562084,326973
1103,181,2,0,BYRE,91,0,224,31,28,32,22,6562092,327081
1103,181,3,0,BYRE,83,0,279,39,5,39,22,6562035,326996
1103,181,6,0,BYRE,29,230,200,14,5,10,22,6562073,326611
1103,182,1,0,BOKN  STORE,66,63,181,20,7,39,22,6562100,325128
1103,182,2,0,MÅLØY,67,9,20,0,16,51,22,6562046,325737
1103,182,4,0,BOKN  STORE,135,164,115,16,27,92,22,6562174,325143
1103,183,1,0,BOKN LILLE,115,227,579,30,7,78,22,6562802,325460
1103,184,1,0,EIKE NEDRE,50,2,0,16,0,34,22,6565300,326825
1103,184,2,0,EIKE NEDRE,11,54,49,11,0,0,22,6565293,327004
1103,184,3,0,EIKE NEDRE,74,0,0,34,0,40,22,6565072,326870
1103,184,4,0,EIKE NEDRE,50,10,52,17,0,33,22,6565249,326593
1103,184,5,0,EIKE NEDRE,64,0,0,19,0,45,22,6565378,326694
1103,184,6,0,STYKKET,6,3,1,6,0,0,22,6565159,326971
1103,184,9,0,EIKE NEDRE,7,4,2,0,0,7,22,6565094,327021
1103,184,10,0,SØRBØ,24,9,6,14,0,10,22,6564507,326793
1103,184,12,0,ROLFSBU,64,73,72,9,0,55,22,6565498,326740
1103,184,14,0,BERGTUN,0,0,0,0,0,0,22,6565193,326973
1103,185,1,0,EIKE ØVRE,34,119,288,26,0,8,22,6565399,326536
1103,185,2,0,EIKE ØVRE,105,37,75,29,12,64,22,6565586,326161
1103,185,4,0,EIKE ØVRE,66,47,158,35,0,31,22,6565675,326382
1103,186,1,0,SKARTVEIT,140,13,28,20,33,87,22,6566423,325872
1103,186,4,0,LUNDEGÅRD,0,2,0,0,0,0,22,6565973,326189
1103,186,5,0,NYGÅRD,8,8,8,5,0,3,22,6566434,325563
1103,186,6,0,GJERDE,4,3,0,3,0,1,22,6566257,326063
1103,186,7,0,SKARTVEITVÅGEN,3,3,6,1,1,1,22,6566121,326157
1103,186,9,0,SKARTVEIT,136,26,124,15,24,97,22,6566627,325953
1103,186,11,0,ANVIK,18,6,5,1,16,1,22,6567019,325911
1103,186,14,0,LYNGDAL,4,5,8,4,0,0,22,6566079,325823
1103,186,16,0,MYRVANG,64,45,68,33,0,31,22,6565854,325882
1103,187,1,0,HALSNE,144,185,57,9,47,88,22,6566780,325080
1103,187,3,0,HALSNE,157,88,122,3,50,104,22,6566619,325267
1103,187,4,0,HALSNE,95,10,0,1,34,60,22,6566857,325152
1103,187,5,0,HALSNE,138,156,95,0,60,78,22,6566960,325030
1103,187,6,0,HALSNE,93,7,21,4,31,58,22,6567009,325114
1103,187,8,0,HALSNE,92,3,0,0,45,47,22,6566920,325445
1103,187,9,0,HALSNE,49,4,0,10,25,14,22,6566883,325273
1103,187,11,0,ÅRTHUN,12,3,0,0,6,6,22,6567279,325769
1103,187,12,0,NORDBØ,68,5,0,12,7,49,22,6567101,325797
1103,187,13,0,Nordheim,42,10,4,2,19,21,22,6567189,325689
1103,187,16,0,HALSNE,40,6,15,16,0,24,22,6566728,325423
1103,201,2,0,REIANES,324,43,1,69,2,253,22,6558628,304967
1103,201,5,0,ESPEDALEN,50,23,3,21,0,29,22,6558527,304971
1103,202,1,0,REIANES,307,108,2,43,11,253,22,6558787,304934
1103,202,2,0,REIANES NORDRE,537,283,5,92,56,389,22,6558759,305024
1103,203,1,0,GALTA,177,27,0,92,16,69,22,6559639,305450
1103,203,2,0,GALTA,163,49,0,53,3,107,22,6559816,305262
1103,203,3,0,GALTA,306,48,0,66,0,240,22,6559753,305598
1103,203,4,0,GALTA,165,39,1,55,0,110,22,6559965,305492
1103,203,5,0,GALTA,62,19,0,34,2,26,22,6559903,305373
1103,203,6,0,GALTA,70,5,0,15,4,51,22,6559930,305267
1103,203,10,0,GALTA,1,2,0,1,0,0,22,6559491,305662
1103,203,13,0,GALTA,160,46,0,43,5,112,22,6559681,305376
1103,204,1,0,VOLL,183,23,0,60,11,112,22,6559018,305507
1103,204,2,0,VOLL,378,24,0,201,0,177,22,6559218,305964
1103,204,3,0,VOLL,493,149,23,224,10,259,22,6559296,305837
1103,204,5,0,VOLL,33,16,160,0,11,22,22,6559246,305711
1103,204,6,0,VOLL,0,1,0,0,0,0,22,6558961,306078
1103,204,8,0,NORDVOLL,0,3,0,0,0,0,22,6559299,305560
1103,204,10,0,TUNVOLL,2,3,0,2,0,0,22,6559089,305802
1103,204,11,0,AUSTLUND,3,2,0,3,0,0,22,6559203,305605
1103,205,1,0,BØ,496,78,21,148,23,325,22,6558444,306075
1103,205,7,0,BØ,153,144,31,86,27,40,22,6558663,306155
1103,205,12,0,MIDTTUN,0,1,0,0,0,0,22,6558609,306105
1103,206,3,0,NORDHEIM,11,2,0,8,0,3,22,6558419,306551
1103,208,1,0,STEINSLAND,100,8,0,22,6,72,22,6558085,307680
1103,209,1,0,STOGGDAL,246,67,0,41,23,182,22,6558603,307715
1103,209,2,0,STOGGDAL,144,20,0,29,2,113,22,6558542,307706
1103,209,7,0,DALHEIM,0,2,0,0,0,0,22,6558747,307768
1103,210,2,0,RISA,596,392,22,262,35,299,22,6558703,306633
1103,210,3,0,RISA,291,40,0,115,42,134,22,6558692,306996
1103,211,1,0,HUMMERVOLL,298,67,0,127,36,135,22,6558748,307317
1103,211,3,0,HOMMERVOLL,248,50,13,111,0,137,22,6558786,307124
1103,211,10,0,,0,1,0,0,0,0,22,6558923,307602
1103,212,1,0,SØRBØ,410,120,12,137,2,271,22,6559101,307810
1103,212,2,0,SØRBØ,299,53,40,114,25,160,22,6559207,307661
1103,212,4,0,SØRBØ,390,55,3,134,20,236,22,6559045,307841
1103,212,5,0,SØRBØ,362,174,2,70,49,243,22,6558849,307737
1103,212,10,0,SØRBØ,14,3,2,10,0,4,22,6558907,308376
1103,212,14,0,NEDREBØ,0,1,0,0,0,0,22,6559124,308308
1103,213,1,0,ERTENSTEIN,140,7,6,46,0,94,22,6558489,309400
1103,213,2,0,ERTENSTEIN,124,35,25,41,0,83,22,6558606,309386
1103,213,3,0,ERTENSTEIN,0,1,4,0,0,0,22,6558418,309708
1103,214,1,0,LILLEDAL,63,252,129,31,0,32,22,6556429,308507
1103,214,4,0,LILLEBØ,3,2,1,3,0,0,22,6556422,308390
1103,215,1,0,HELLAND,244,15,26,61,0,183,22,6556000,309729
1103,215,2,0,HELLAND,85,6,16,28,3,54,22,6556007,309601
1103,215,4,0,HELLAND,259,273,187,84,5,170,22,6555830,309560
1103,215,5,0,HELLAND,156,75,32,44,0,112,22,6555806,309713
1103,215,9,0,HELLAND,204,76,5,72,0,132,22,6556000,309924
1103,215,14,0,KVERHUSVOLL,2,1,0,0,0,2,22,6555853,309835
1103,215,15,0,SOLHAUG,5,1,0,3,0,2,22,6555837,309881
1103,216,1,0,HAUSKE,1,3,4,0,0,1,22,6555887,310334
1103,216,2,0,EKRENE,161,6,0,109,2,50,22,6556371,310590
1103,216,4,0,KROKEN,36,7,12,7,14,15,22,6556303,310024
1103,216,6,0,TRUMFENE,50,2,3,22,8,20,22,6556152,310110
1103,216,7,0,NYDAL,36,2,0,16,0,20,22,6556238,310632
1103,216,8,0,HAUSKEN,123,22,13,109,0,14,22,6555844,310407
1103,216,9,0,HAUSKEN,126,29,10,29,0,97,22,6555923,310208
1103,216,11,0,HAUSKEN,109,8,1,95,0,14,22,6556602,310306
1103,216,15,0,HAUSKEN,117,4,0,33,0,84,22,6555984,310096
1103,216,18,0,RAUGSTAD,55,8,0,40,12,3,22,6556528,310155
1103,216,24,0,EIKLY I,6,9,0,6,0,0,22,6555567,310505
1103,217,1,0,HÅVASTEIN,210,94,0,173,2,35,22,6555909,310790
1103,217,2,0,HÅVASTEIN,0,9,0,0,0,0,22,6556125,310770
1103,217,4,0,HÅVASTEIN,152,56,2,86,12,54,22,6555838,310811
1103,217,5,0,HÅVASTEIN,141,35,3,101,4,36,22,6555810,310653
1103,217,8,0,VESTBØ,33,7,0,33,0,0,22,6556904,310724
1103,217,11,0,HÅVASTEIN,46,5,0,41,2,3,22,6556172,310656
1103,217,36,0,HÅVASTEIN,37,5,0,37,0,0,22,6556742,310498
1103,217,39,0,HÅVASTEIN,0,1,0,0,0,0,22,6555735,310842
1103,217,41,0,SØRLI,0,2,0,0,0,0,22,6556422,310987
1103,217,59,0,HÅVARSTUN,0,1,0,0,0,0,22,6555689,310824
1103,217,61,0,MIDJORD,0,1,0,0,0,0,22,6555572,310797
1103,217,108,0,,0,8,0,0,0,0,22,6556376,310948
1103,217,151,0,,0,6,0,0,0,0,22,6556666,310805
1103,218,1,0,VIK,270,250,89,73,0,197,22,6554623,311068
1103,218,7,0,NYLUND,0,2,0,0,0,0,22,6555791,311029
1103,218,55,0,TYR,0,1,0,0,0,0,22,6555656,311202
1103,218,87,0,METTEHAUGEN 1,0,1,0,0,0,0,22,6556032,311051
1103,219,1,0,BERGE,320,30,226,131,7,182,22,6556230,311225
1103,219,2,0,SLETTEBØ,0,1,5,0,0,0,22,6556597,311279
